occurrence_year,occurrence_date,occurrence_time,primary_offence,arrest_made,hour
2020,2020-10-25,18:55,Mischief Under $5000,NO,18
2020,2020-10-25,00:30,Mischief Under $5000,NO,0
2020,2020-10-26,18:00,Mischief Under $5000,NO,18
2020,2020-10-26,00:00,Mischief Under $5000,YES,0
2020,2020-10-27,22:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,22
2020,2020-10-28,17:04,Assault,NO,17
2020,2020-10-29,09:00,Mischief Under $5000,NO,9
2020,2020-10-31,11:20,Mischief Under $5000,NO,11
2020,2020-11-02,10:30,Mischief Under $5000,NO,10
2020,2020-11-03,14:00,Criminal Harassment,NO,14
2020,2020-11-03,13:45,Harassing Communications,NO,13
2020,2020-11-05,12:19,Assault,NO,12
2020,2020-11-06,04:00,Mischief Under $5000,NO,4
2020,2020-11-07,11:20,Assault,NO,11
2020,2020-11-10,12:00,Mischief Under $5000,NO,12
2020,2020-11-11,14:00,Criminal Harassment,NO,14
2020,2020-11-11,12:00,Mischief Under $5000,NO,12
2020,2020-11-12,08:36,Uttering Threats - Bodily Harm,YES,8
2020,2020-11-14,11:20,Assault,NO,11
2020,2020-11-16,14:15,Disturbing Religious Worship Or Certain Meetings,NO,14
2020,2020-11-23,19:55,Assault,YES,19
2020,2020-11-25,06:58,Mischief Under $5000,NO,6
2020,2020-11-25,09:30,Assault Peace Officer,YES,9
2020,2020-11-27,14:30,Assault,NO,14
2020,2020-11-28,11:50,Mischief Under $5000,NO,11
2020,2020-12-01,16:02,Assault With a Weapon,YES,16
2020,2020-12-04,22:00,"Mischief To Religious Property, Educational Institutions, Etc.",YES,22
2020,2020-12-07,13:30,Mischief Under $5000,NO,13
2020,2020-12-08,14:30,Mischief Under $5000,NO,14
2020,2020-12-11,10:18,Uttering Threats - Bodily Harm,YES,10
2020,2020-12-13,21:57,"Mischief To Religious Property, Educational Institutions, Etc.",YES,21
2020,2020-12-17,19:40,Harassing Communications,NO,19
2020,2020-12-18,14:00,Mischief Under $5000,NO,14
2020,2020-12-19,12:00,Mischief Under $5000,NO,12
2020,2020-12-21,23:30,Mischief Under $5000,NO,23
2020,2020-12-22,16:17,Mischief Under $5000,NO,16
2020,2020-12-22,08:00,Uttering Threats - Bodily Harm,NO,8
2020,2020-12-23,00:00,"Mischief To Religious Property, Educational Institutions, Etc.",YES,0
2020,2020-12-23,21:00,Mischief Interfere With Property,NO,21
2021,2021-01-01,00:00,Mischief Under $5000,NO,0
2021,2021-01-01,12:00,Criminal Harassment,NO,12
2021,2021-01-02,15:30,Mischief Under $5000,NO,15
2021,2021-01-04,08:00,Disturbing Religious Worship Or Certain Meetings,NO,8
2021,2021-01-12,17:17,Assault,NO,17
2021,2021-01-13,20:16,Assault,NO,20
2021,2021-01-17,17:52,Assault,NO,17
2021,2021-01-22,12:45,Mischief Under $5000,NO,12
2021,2021-01-24,16:55,"Mischief To Religious Property, Educational Institutions, Etc.",NO,16
2021,2021-01-26,19:00,Mischief Under $5000,NO,19
2021,2021-01-27,10:39,Uttering Threats - Bodily Harm,YES,10
2021,2021-01-28,12:17,Mischief Under $5000,NO,12
2021,2021-01-28,09:50,Other Criminal Code Offence Not Listed,NO,9
2021,2021-01-28,13:30,Mischief Under $5000,NO,13
2021,2021-02-02,02:00,Assault,NO,2
2021,2021-02-06,14:00,Disturbing Religious Worship Or Certain Meetings,NO,14
2021,2021-02-10,13:45,Assault,NO,13
2021,2021-02-15,14:44,Mischief Under $5000,NO,14
2021,2021-02-16,12:00,Uttering Threats - Bodily Harm,NO,12
2021,2021-02-16,14:44,Uttering Threats - Bodily Harm,YES,14
2021,2021-02-16,05:28,Uttering Threats - Bodily Harm,YES,5
2021,2021-02-20,16:00,Mischief Under $5000,NO,16
2021,2021-02-22,11:35,Uttering Threats - Bodily Harm,YES,11
2021,2021-02-23,08:25,Mischief Under $5000,NO,8
2021,2021-02-24,08:20,Assault With a Weapon,NO,8
2021,2021-02-25,06:45,Uttering Threats - Bodily Harm,NO,6
2021,2021-02-26,08:45,Assault,YES,8
2021,2021-02-27,21:12,Assault With a Weapon,YES,21
2021,2021-02-28,15:12,Assault,NO,15
2021,2021-03-01,18:00,Uttering Threats - Bodily Harm,YES,18
2021,2021-03-01,00:01,Mischief Under $5000,NO,0
2021,2021-03-02,22:00,Mischief Under $5000,NO,22
2021,2021-03-02,15:42,Uttering Threats - Bodily Harm,NO,15
2021,2021-03-07,01:54,Mischief Under $5000,NO,1
2021,2021-03-08,11:43,Mischief Under $5000,NO,11
2021,2021-03-10,08:40,Mischief Under $5000,NO,8
2021,2021-03-10,10:00,Mischief Interfere With Property,YES,10
2021,2021-03-11,11:06,Assault,YES,11
2021,2021-03-12,10:00,Assault,NO,10
2021,2021-03-13,09:23,Harassing Communications,NO,9
2021,2021-03-14,22:11,Mischief Under $5000,NO,22
2021,2021-03-14,14:17,Mischief Interfere With Property,NO,14
2021,2021-03-15,07:00,Mischief Under $5000,NO,7
2021,2021-03-18,20:03,Wilful Promotion of Hatred,NO,20
2021,2021-03-19,17:18,Uttering Threats - Bodily Harm,YES,17
2021,2021-03-20,14:20,Assault,YES,14
2021,2021-03-20,00:30,Mischief Under $5000,NO,0
2021,2021-03-22,16:00,Uttering Threats - Bodily Harm,NO,16
2021,2021-03-22,20:45,Mischief Under $5000,NO,20
2021,2021-03-23,16:57,Mischief Under $5000,NO,16
2021,2021-03-23,17:13,Uttering Threats - Bodily Harm,NO,17
2021,2021-03-25,14:14,Mischief Under $5000,NO,14
2021,2021-03-25,12:42,Mischief Under $5000,NO,12
2021,2021-03-25,08:30,Mischief Under $5000,NO,8
2021,2021-03-25,12:15,Uttering Threats - Bodily Harm,NO,12
2021,2021-03-25,10:45,Criminal Harassment,NO,10
2021,2021-03-25,22:53,Assault,NO,22
2021,2021-03-26,17:00,Mischief Under $5000,NO,17
2021,2021-03-26,00:01,Sexual Assault,NO,0
2021,2021-03-27,19:11,Mischief Under $5000,NO,19
2021,2021-03-29,11:24,Assault,YES,11
2021,2021-03-30,13:18,Assault,YES,13
2021,2021-03-30,09:30,Assault,NO,9
2021,2021-03-31,14:08,Uttering Threats - Bodily Harm,YES,14
2021,2021-03-31,00:35,Mischief Under $5000,YES,0
2021,2021-03-31,12:45,Uttering Threats - Bodily Harm,NO,12
2021,2021-04-01,14:20,Mischief Under $5000,NO,14
2021,2021-04-01,19:49,Assault,YES,19
2021,2021-04-03,17:30,Mischief Interfere With Property,NO,17
2021,2021-04-05,17:50,Mischief Under $5000,NO,17
2021,2021-04-06,07:57,Mischief Under $5000,NO,7
2021,2021-04-09,18:25,Assault With a Weapon,NO,18
2021,2021-04-09,04:10,Uttering Threats - Bodily Harm,NO,4
2021,2021-04-09,08:45,Assault,YES,8
2021,2021-04-11,18:26,Uttering Threats - Bodily Harm,NO,18
2021,2021-04-11,18:30,Assault,NO,18
2021,2021-04-11,12:14,Assault,YES,12
2021,2021-04-11,01:14,Assault With a Weapon,YES,1
2021,2021-04-15,21:00,Assault With a Weapon,NO,21
2021,2021-04-19,13:38,Assault,YES,13
2021,2021-04-22,20:00,Mischief Under $5000,NO,20
2021,2021-04-27,10:16,Criminal Harassment,NO,10
2021,2021-04-28,14:00,Mischief Under $5000,NO,14
2021,2021-04-29,19:41,Mischief Under $5000,NO,19
2021,2021-04-30,00:30,Mischief Under $5000,NO,0
2021,2021-04-30,09:00,Mischief Under $5000,NO,9
2021,2021-05-01,21:46,Mischief Interfere With Property,NO,21
2021,2021-05-02,15:20,Uttering Threats - Bodily Harm,NO,15
2021,2021-05-05,13:58,Mischief Under $5000,NO,13
2021,2021-05-05,12:40,Assault,YES,12
2021,2021-05-10,08:20,Assault,YES,8
2021,2021-05-10,20:00,Mischief Under $5000,NO,20
2021,2021-05-11,03:49,Mischief Under $5000,NO,3
2021,2021-05-11,01:25,Uttering Threats - Bodily Harm,NO,1
2021,2021-05-11,18:21,Mischief Under $5000,NO,18
2021,2021-05-14,13:18,Harassing Communications,NO,13
2021,2021-05-14,11:10,Mischief Under $5000,YES,11
2021,2021-05-15,15:30,Assault With a Weapon,NO,15
2021,2021-05-15,21:00,Assault With a Weapon,NO,21
2021,2021-05-15,04:50,Mischief Under $5000,NO,4
2021,2021-05-15,20:25,Assault,YES,20
2021,2021-05-15,22:00,Assault,NO,22
2021,2021-05-17,11:00,Mischief Under $5000,NO,11
2021,2021-05-17,17:45,Uttering Threats - Bodily Harm,NO,17
2021,2021-05-18,17:55,Mischief Under $5000,NO,17
2021,2021-05-19,14:30,Mischief Under $5000,NO,14
2021,2021-05-23,19:10,Assault,NO,19
2021,2021-05-24,15:20,Assault,NO,15
2021,2021-05-24,12:40,Assault,NO,12
2021,2021-05-28,14:52,Harassing Communications,NO,14
2021,2021-05-31,20:25,Assault,NO,20
2021,2021-05-31,11:35,Mischief Under $5000,NO,11
2021,2021-06-01,09:00,Mischief Under $5000,NO,9
2021,2021-06-01,14:00,Assault Causing Bodily Harm,YES,14
2021,2021-06-03,21:52,Assault With a Weapon,NO,21
2021,2021-06-03,11:52,Assault Causing Bodily Harm,YES,11
2021,2021-06-04,14:00,Theft,NO,14
2021,2021-06-05,23:07,Mischief Under $5000,NO,23
2021,2021-06-05,15:30,Mischief Under $5000,NO,15
2021,2021-06-05,23:00,Mischief Under $5000,NO,23
2021,2021-06-06,04:55,Mischief Under $5000,NO,4
2021,2021-06-07,14:25,Mischief Under $5000,NO,14
2021,2021-06-07,10:45,Uttering Threats - Bodily Harm,NO,10
2021,2021-06-08,17:00,Assault With a Weapon,NO,17
2021,2021-06-08,15:23,Mischief Under $5000,NO,15
2021,2021-06-09,09:23,Criminal Harassment,NO,9
2021,2021-06-09,07:28,Assault With a Weapon,NO,7
2021,2021-06-10,07:00,Mischief Under $5000,NO,7
2021,2021-06-12,03:20,Criminal Harassment,YES,3
2021,2021-06-15,10:01,Criminal Harassment,YES,10
2021,2021-06-18,21:28,Mischief Under $5000,YES,21
2021,2021-06-18,08:33,Mischief Under $5000,NO,8
2021,2021-06-18,08:30,Mischief Under $5000,NO,8
2021,2021-06-19,08:30,Mischief Under $5000,NO,8
2021,2021-06-20,15:30,Mischief Interfere With Property,NO,15
2021,2021-06-21,06:00,Mischief Under $5000,NO,6
2021,2021-06-22,05:00,Mischief Under $5000,YES,5
2021,2021-06-27,08:50,Criminal Harassment,YES,8
2021,2021-06-27,02:20,Assault,NO,2
2021,2021-06-28,00:12,Uttering Threats - Bodily Harm,YES,0
2021,2021-06-28,12:00,Mischief Interfere With Property,NO,12
2021,2021-06-30,23:59,Mischief Under $5000,NO,23
2021,2021-06-30,19:00,Assault,YES,19
2021,2021-07-01,21:26,Mischief Under $5000,NO,21
2021,2021-07-02,00:00,Mischief Under $5000,NO,0
2021,2021-07-03,16:45,Mischief Under $5000,NO,16
2021,2021-07-05,07:13,Assault,NO,7
2021,2021-07-06,08:00,Assault With a Weapon,YES,8
2021,2021-07-10,00:00,Mischief Under $5000,NO,0
2021,2021-07-10,10:33,Assault,YES,10
2021,2021-07-11,09:00,Assault,YES,9
2021,2021-07-12,16:00,Assault,NO,16
2021,2021-07-13,02:46,Mischief Under $5000,NO,2
2021,2021-07-13,01:20,Uttering Threats - Bodily Harm,YES,1
2021,2021-07-17,23:30,Assault Causing Bodily Harm,NO,23
2021,2021-07-18,15:30,Other Criminal Code Offence Not Listed,NO,15
2021,2021-07-19,10:50,Assault,YES,10
2021,2021-07-22,00:01,Mischief Under $5000,NO,0
2021,2021-07-22,04:27,Mischief Under $5000,NO,4
2021,2021-07-26,20:24,Mischief Under $5000,NO,20
2021,2021-07-26,15:55,Uttering Threats - Bodily Harm,YES,15
2021,2021-07-28,08:50,Assault,NO,8
2021,2021-07-28,18:50,Assault With a Weapon,YES,18
2021,2021-07-29,01:43,Assault,NO,1
2021,2021-08-04,00:30,Assault,NO,0
2021,2021-08-09,18:45,Assault,YES,18
2021,2021-08-09,18:54,Harassing Communications,NO,18
2021,2021-08-11,15:15,Assault,YES,15
2021,2021-08-12,16:30,Assault,NO,16
2021,2021-08-15,21:15,Assault,YES,21
2021,2021-08-17,12:17,"Mischief To Religious Property, Educational Institutions, Etc.",YES,12
2021,2021-08-18,04:17,"Mischief To Religious Property, Educational Institutions, Etc.",NO,4
2021,2021-08-20,17:30,Mischief Under $5000,NO,17
2021,2021-08-26,13:51,Assault,NO,13
2021,2021-08-30,16:40,Harassing Communications,NO,16
2021,2021-08-31,09:00,Harassing Communications,YES,9
2021,2021-08-31,19:13,Harassing Communications,YES,19
2021,2021-09-01,19:00,Assault,YES,19
2021,2021-09-03,00:15,Assault,NO,0
2021,2021-09-03,16:05,Mischief Under $5000,NO,16
2021,2021-09-10,19:54,Uttering Threats - Bodily Harm,YES,19
2021,2021-09-11,19:00,Assault,NO,19
2021,2021-09-11,05:00,Mischief Under $5000,NO,5
2021,2021-09-11,19:38,Harassing Communications,NO,19
2021,2021-09-11,12:50,Mischief Under $5000,NO,12
2021,2021-09-11,12:30,Assault,YES,12
2021,2021-09-13,20:30,Uttering Threats - Bodily Harm,YES,20
2021,2021-09-13,10:14,Mischief Under $5000,NO,10
2021,2021-09-14,16:26,Mischief Under $5000,NO,16
2021,2021-09-14,23:00,Mischief Under $5000,NO,23
2021,2021-09-15,16:00,Assault With a Weapon,YES,16
2021,2021-09-16,14:29,Assault,YES,14
2021,2021-09-17,09:51,Uttering Threats - Bodily Harm,YES,9
2021,2021-09-18,23:15,Assault,NO,23
2021,2021-09-18,15:00,Mischief Under $5000,NO,15
2021,2021-09-20,14:30,Criminal Harassment,NO,14
2021,2021-09-21,15:15,Mischief Under $5000,NO,15
2021,2021-09-21,09:00,Mischief Under $5000,NO,9
2021,2021-09-23,19:30,Assault,NO,19
2021,2021-09-24,00:01,Harassing Communications,NO,0
2021,2021-09-26,00:00,Harassing Communications,NO,0
2021,2021-09-26,12:10,Assault,NO,12
2021,2021-09-27,10:00,Uttering Threats - Bodily Harm,NO,10
2021,2021-09-28,14:15,Assault Causing Bodily Harm,YES,14
2021,2021-09-29,12:00,Criminal Harassment,NO,12
2021,2021-09-30,12:28,Assault,NO,12
2021,2021-10-01,12:00,Mischief Under $5000,NO,12
2021,2021-10-02,17:19,Assault Causing Bodily Harm,YES,17
2021,2021-10-05,16:45,Assault,NO,16
2021,2021-10-05,22:30,Mischief Under $5000,NO,22
2021,2021-10-06,19:46,Assault,NO,19
2021,2021-10-06,15:20,Assault,NO,15
2021,2021-10-07,08:39,Mischief Under $5000,NO,8
2021,2021-10-08,20:30,Assault,YES,20
2021,2021-10-08,08:09,Assault,NO,8
2021,2021-10-10,18:45,Mischief Under $5000,NO,18
2021,2021-10-11,21:15,Assault,NO,21
2021,2021-10-12,15:30,Assault,YES,15
2021,2021-10-12,20:13,Mischief Under $5000,NO,20
2021,2021-10-15,11:00,Assault,YES,11
2021,2021-10-15,16:10,Assault,NO,16
2021,2021-10-17,14:30,Assault,NO,14
2021,2021-10-18,18:15,Assault,YES,18
2021,2021-10-20,18:35,Disturbing Religious Worship Or Certain Meetings,NO,18
2021,2021-10-21,13:20,Mischief Under $5000,NO,13
2021,2021-10-22,14:00,Mischief Under $5000,NO,14
2021,2021-10-25,12:00,Assault,YES,12
2021,2021-10-28,09:26,Mischief Under $5000,NO,9
2021,2021-10-28,10:05,Assault,NO,10
2021,2021-10-29,20:00,Mischief Under $5000,NO,20
2021,2021-10-31,02:41,Mischief Under $5000,NO,2
2021,2021-10-31,19:53,Assault,NO,19
2021,2021-11-03,08:44,Assault Causing Bodily Harm,YES,8
2021,2021-11-03,18:15,Harassing Communications,NO,18
2021,2021-11-06,14:30,Mischief Under $5000,NO,14
2021,2021-11-07,00:00,Mischief Under $5000,NO,0
2021,2021-11-08,13:00,Mischief Under $5000,NO,13
2021,2021-11-09,18:57,"Mischief To Religious Property, Educational Institutions, Etc.",YES,18
2021,2021-11-10,08:02,Mischief Under $5000,NO,8
2021,2021-11-11,09:00,Criminal Harassment,YES,9
2021,2021-11-14,16:13,Mischief Interfere With Property,NO,16
2021,2021-11-14,10:30,Mischief Under $5000,NO,10
2021,2021-11-15,00:01,Uttering Threats - Bodily Harm,YES,0
2021,2021-11-15,22:00,Uttering Threats - Bodily Harm,NO,22
2021,2021-11-20,16:47,Mischief Under $5000,NO,16
2021,2021-11-23,14:00,Mischief Under $5000,NO,14
2021,2021-11-24,14:30,Harassing Communications,NO,14
2021,2021-11-24,14:25,Assault,NO,14
2021,2021-11-25,21:00,Criminal Harassment,NO,21
2021,2021-11-30,14:05,Mischief Under $5000,NO,14
2021,2021-12-03,12:10,Assault,NO,12
2021,2021-12-03,00:01,Mischief Under $5000,NO,0
2021,2021-12-06,00:00,Uttering Threats - Bodily Harm,YES,0
2021,2021-12-07,01:21,Mischief Interfere With Property,NO,1
2021,2021-12-07,21:00,Mischief Under $5000,NO,21
2021,2021-12-08,10:45,Assault,NO,10
2021,2021-12-12,11:00,Mischief Interfere With Property,NO,11
2021,2021-12-15,06:07,Uttering Threats - Bodily Harm,NO,6
2021,2021-12-16,08:30,Mischief Under $5000,NO,8
2021,2021-12-24,11:48,Mischief Under $5000,NO,11
2021,2021-12-30,16:54,Mischief Under $5000,NO,16
2022,2022-01-01,00:00,Mischief Under $5000,NO,0
2022,2022-01-01,00:01,Mischief Under $5000,NO,0
2022,2022-01-02,16:29,Mischief Under $5000,NO,16
2022,2022-01-03,22:36,Criminal Harassment,NO,22
2022,2022-01-03,18:20,Assault,NO,18
2022,2022-01-06,06:54,Mischief Under $5000,NO,6
2022,2022-01-08,06:11,Mischief Under $5000,NO,6
2022,2022-01-09,23:34,Mischief Under $5000,NO,23
2022,2022-01-11,12:10,Mischief Under $5000,NO,12
2022,2022-01-18,18:15,Assault,YES,18
2022,2022-01-21,10:15,Mischief Under $5000,NO,10
2022,2022-01-23,17:11,Assault,YES,17
2022,2022-01-25,13:00,Mischief Under $5000,NO,13
2022,2022-01-27,23:10,Uttering Threats - Bodily Harm,NO,23
2022,2022-01-27,18:10,Assault,YES,18
2022,2022-01-28,23:00,Mischief Over $5000,NO,23
2022,2022-01-31,20:40,Assault,NO,20
2022,2022-02-03,00:01,Mischief To Data,NO,0
2022,2022-02-03,00:00,Mischief Under $5000,NO,0
2022,2022-02-05,18:00,Public Incitement of Hatred,NO,18
2022,2022-02-06,20:38,Mischief Under $5000,NO,20
2022,2022-02-07,23:59,Mischief Over $5000,YES,23
2022,2022-02-07,12:45,Disturbing Religious Worship Or Certain Meetings,NO,12
2022,2022-02-08,19:05,Mischief Under $5000,NO,19
2022,2022-02-09,23:45,Assault With a Weapon,YES,23
2022,2022-02-09,12:00,Mischief Under $5000,NO,12
2022,2022-02-10,15:30,Harassing Communications,NO,15
2022,2022-02-12,00:00,Mischief Under $5000,NO,0
2022,2022-02-15,10:33,Disturbing Religious Worship Or Certain Meetings,NO,10
2022,2022-02-21,20:20,Mischief Under $5000,NO,20
2022,2022-02-23,03:00,Mischief Under $5000,NO,3
2022,2022-02-23,00:00,Mischief Under $5000,NO,0
2022,2022-02-23,23:00,Assault,NO,23
2022,2022-02-24,16:00,Uttering Threats - Property,YES,16
2022,2022-02-24,19:00,Uttering Threats - Bodily Harm,NO,19
2022,2022-02-25,21:00,Mischief Under $5000,NO,21
2022,2022-02-26,20:00,Mischief Over $5000,YES,20
2022,2022-02-28,15:45,Mischief Under $5000,NO,15
2022,2022-02-28,02:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,2
2022,2022-02-28,13:00,Harassing Communications,NO,13
2022,2022-03-01,16:00,Mischief Under $5000,NO,16
2022,2022-03-01,15:00,Mischief Under $5000,NO,15
2022,2022-03-01,16:45,Uttering Threats - Bodily Harm,YES,16
2022,2022-03-01,16:44,Mischief Under $5000,NO,16
2022,2022-03-01,10:30,Mischief Under $5000,NO,10
2022,2022-03-02,09:00,Mischief Under $5000,NO,9
2022,2022-03-03,14:15,Mischief Under $5000,NO,14
2022,2022-03-04,23:44,Mischief Under $5000,YES,23
2022,2022-03-04,03:32,Assault,NO,3
2022,2022-03-04,00:01,Harassing Communications,NO,0
2022,2022-03-05,19:36,Mischief Under $5000,NO,19
2022,2022-03-05,22:27,Mischief Over $5000,NO,22
2022,2022-03-06,18:00,Mischief Under $5000,NO,18
2022,2022-03-06,21:23,Mischief Under $5000,NO,21
2022,2022-03-06,22:22,Mischief Under $5000,YES,22
2022,2022-03-07,00:00,Mischief Under $5000,NO,0
2022,2022-03-08,00:01,Mischief Under $5000,NO,0
2022,2022-03-09,16:30,Assault,YES,16
2022,2022-03-10,00:37,Mischief Under $5000,NO,0
2022,2022-03-11,09:56,Mischief Under $5000,NO,9
2022,2022-03-13,16:36,Mischief Interfere With Property,NO,16
2022,2022-03-14,11:00,Assault,NO,11
2022,2022-03-14,00:45,Mischief Over $5000,NO,0
2022,2022-03-15,14:40,Assault,NO,14
2022,2022-03-16,14:23,Mischief Under $5000,NO,14
2022,2022-03-16,14:00,Mischief Under $5000,NO,14
2022,2022-03-16,13:48,Disturbing Religious Worship Or Certain Meetings,NO,13
2022,2022-03-18,07:45,Assault,NO,7
2022,2022-03-18,15:59,Mischief Under $5000,NO,15
2022,2022-03-31,07:35,Assault With a Weapon,YES,7
2022,2022-04-04,09:05,Assault,NO,9
2022,2022-04-05,17:14,Mischief Under $5000,NO,17
2022,2022-04-06,00:47,Assault,NO,0
2022,2022-04-07,11:40,Assault,YES,11
2022,2022-04-07,00:10,Assault,NO,0
2022,2022-04-08,00:00,Mischief Under $5000,NO,0
2022,2022-04-10,12:00,Harassing Communications,NO,12
2022,2022-04-12,22:00,Mischief Under $5000,NO,22
2022,2022-04-13,15:45,Mischief Under $5000,NO,15
2022,2022-04-14,12:00,Mischief Under $5000,YES,12
2022,2022-04-16,02:00,Assault,YES,2
2022,2022-04-18,00:00,Mischief Under $5000,NO,0
2022,2022-04-20,06:22,Mischief Under $5000,NO,6
2022,2022-04-21,09:00,Mischief Under $5000,NO,9
2022,2022-04-21,00:27,Mischief Under $5000,NO,0
2022,2022-04-29,05:00,Mischief Under $5000,NO,5
2022,2022-04-29,00:00,Mischief Under $5000,NO,0
2022,2022-04-29,20:53,Assault,NO,20
2022,2022-04-30,15:00,Mischief Under $5000,NO,15
2022,2022-05-01,10:30,Mischief Under $5000,NO,10
2022,2022-05-01,06:26,Mischief Under $5000,NO,6
2022,2022-05-03,08:39,Mischief Under $5000,NO,8
2022,2022-05-08,21:30,Disturbing Religious Worship Or Certain Meetings,YES,21
2022,2022-05-11,06:14,Mischief Under $5000,NO,6
2022,2022-05-12,17:00,Mischief Under $5000,NO,17
2022,2022-05-12,10:30,Mischief Under $5000,NO,10
2022,2022-05-12,07:44,Mischief Under $5000,NO,7
2022,2022-05-13,14:14,Assault,NO,14
2022,2022-05-13,16:25,Mischief Under $5000,NO,16
2022,2022-05-16,02:05,Assault,NO,2
2022,2022-05-17,17:20,Mischief Under $5000,NO,17
2022,2022-05-18,09:00,Mischief Under $5000,NO,9
2022,2022-05-18,18:00,Mischief Under $5000,NO,18
2022,2022-05-19,18:10,Assault,NO,18
2022,2022-05-20,20:00,Mischief Under $5000,NO,20
2022,2022-05-21,23:20,Mischief Interfere With Property,NO,23
2022,2022-05-21,09:30,Mischief Under $5000,NO,9
2022,2022-05-25,16:46,"Mischief To Religious Property, Educational Institutions, Etc.",NO,16
2022,2022-05-25,13:36,Assault With a Weapon,YES,13
2022,2022-05-27,10:41,Mischief Under $5000,NO,10
2022,2022-05-30,15:55,Assault With a Weapon,YES,15
2022,2022-05-31,15:00,Criminal Harassment,NO,15
2022,2022-06-01,15:00,Assault,NO,15
2022,2022-06-02,12:15,Mischief Under $5000,YES,12
2022,2022-06-02,16:00,Mischief Under $5000,NO,16
2022,2022-06-06,02:00,Mischief Under $5000,YES,2
2022,2022-06-06,14:20,Uttering Threats - Bodily Harm,NO,14
2022,2022-06-07,19:33,Mischief Interfere With Property,NO,19
2022,2022-06-08,12:00,Mischief Under $5000,YES,12
2022,2022-06-12,19:53,Assault,YES,19
2022,2022-06-12,21:15,Assault,YES,21
2022,2022-06-15,06:00,Uttering Threats - Bodily Harm,NO,6
2022,2022-06-17,16:30,Mischief Under $5000,NO,16
2022,2022-06-17,22:00,Mischief Under $5000,NO,22
2022,2022-06-17,12:22,Murder,YES,12
2022,2022-06-20,12:05,Mischief Under $5000,NO,12
2022,2022-06-20,17:00,Assault,NO,17
2022,2022-06-22,12:01,Assault,YES,12
2022,2022-06-22,10:00,Assault,YES,10
2022,2022-06-24,00:49,Mischief Under $5000,NO,0
2022,2022-06-24,09:59,Mischief Under $5000,NO,9
2022,2022-06-24,20:30,Assault With a Weapon,NO,20
2022,2022-06-26,04:45,Assault,YES,4
2022,2022-06-29,17:00,Assault,NO,17
2022,2022-06-30,15:19,Mischief Under $5000,YES,15
2022,2022-06-30,00:01,Mischief Under $5000,NO,0
2022,2022-06-30,15:20,Mischief Under $5000,YES,15
2022,2022-07-01,15:42,Harassing Communications,NO,15
2022,2022-07-01,00:00,Mischief Under $5000,NO,0
2022,2022-07-02,23:00,Mischief Under $5000,NO,23
2022,2022-07-09,01:00,Mischief Under $5000,NO,1
2022,2022-07-10,15:26,Assault With a Weapon,NO,15
2022,2022-07-10,11:03,Mischief Under $5000,NO,11
2022,2022-07-10,06:00,Mischief Under $5000,NO,6
2022,2022-07-13,06:15,Mischief Under $5000,YES,6
2022,2022-07-14,09:56,Mischief Under $5000,NO,9
2022,2022-07-15,11:00,Mischief Under $5000,NO,11
2022,2022-07-19,13:03,Assault With a Weapon,NO,13
2022,2022-07-19,20:50,Assault,YES,20
2022,2022-07-21,23:36,Assault,NO,23
2022,2022-07-28,08:58,Mischief Under $5000,NO,8
2022,2022-07-30,05:45,Assault,NO,5
2022,2022-07-30,08:29,Mischief Under $5000,NO,8
2022,2022-08-10,13:00,Uttering Threats - Bodily Harm,YES,13
2022,2022-08-12,01:55,Mischief Under $5000,NO,1
2022,2022-08-12,09:45,Mischief Under $5000,NO,9
2022,2022-08-13,11:20,Criminal Harassment,NO,11
2022,2022-08-15,00:00,Mischief Under $5000,NO,0
2022,2022-08-16,13:15,Mischief Under $5000,NO,13
