occurrence_year,occurrence_date,occurrence_time,primary_offence,arrest_made,hour
2022,2022-08-17,12:00,Mischief Under $5000,NO,12
2022,2022-08-19,01:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,1
2022,2022-08-20,20:00,Mischief Interfere With Property,NO,20
2022,2022-08-27,19:00,Assault,YES,19
2022,2022-08-27,15:26,Assault,NO,15
2022,2022-08-28,03:00,Assault,NO,3
2022,2022-08-29,01:00,Mischief Under $5000,NO,1
2022,2022-09-01,11:55,Assault,YES,11
2022,2022-09-02,23:01,Mischief Under $5000,NO,23
2022,2022-09-07,08:00,Mischief Under $5000,NO,8
2022,2022-09-07,16:25,Assault,YES,16
2022,2022-09-07,20:58,Mischief Under $5000,NO,20
2022,2022-09-08,12:09,Mischief Under $5000,NO,12
2022,2022-09-10,21:00,Assault,NO,21
2022,2022-09-13,01:30,Assault,NO,1
2022,2022-09-15,10:58,Uttering Threats - Bodily Harm,NO,10
2022,2022-09-16,09:37,Mischief Under $5000,NO,9
2022,2022-09-17,18:15,Assault With a Weapon,NO,18
2022,2022-09-20,15:55,Mischief Interfere With Property,NO,15
2022,2022-09-20,16:00,Assault,YES,16
2022,2022-09-22,17:50,Assault,YES,17
2022,2022-09-23,08:15,Mischief Interfere With Property,NO,8
2022,2022-09-23,07:30,Assault With a Weapon,NO,7
2022,2022-09-24,21:06,Assault,YES,21
2022,2022-09-26,11:07,Assault,NO,11
2022,2022-09-30,23:59,Mischief Under $5000,NO,23
2022,2022-09-30,04:37,Harassing Communications,NO,4
2022,2022-09-30,12:55,Assault,YES,12
2022,2022-10-01,00:00,Uttering Threats - Bodily Harm,NO,0
2022,2022-10-03,16:08,Uttering Threats - Bodily Harm,NO,16
2022,2022-10-07,16:30,Mischief Under $5000,NO,16
2022,2022-10-09,18:07,Uttering Threats - Bodily Harm,NO,18
2022,2022-10-12,09:35,Uttering Threats - Bodily Harm,NO,9
2022,2022-10-12,08:53,Mischief Under $5000,NO,8
2022,2022-10-13,17:55,Mischief Interfere With Property,NO,17
2022,2022-10-17,21:00,Mischief Under $5000,YES,21
2022,2022-10-18,12:15,Mischief Under $5000,NO,12
2022,2022-10-19,20:03,Uttering Threats - Bodily Harm,NO,20
2022,2022-10-20,12:25,Mischief Under $5000,NO,12
2022,2022-10-22,11:30,Mischief Under $5000,NO,11
2022,2022-10-22,19:00,Assault,NO,19
2022,2022-10-22,20:21,Mischief Under $5000,NO,20
2022,2022-10-23,14:00,Mischief Under $5000,NO,14
2022,2022-10-24,16:00,Mischief Under $5000,NO,16
2022,2022-10-24,15:15,Assault,NO,15
2022,2022-10-26,15:29,Assault,YES,15
2022,2022-10-30,00:52,Assault,NO,0
2022,2022-10-31,18:00,Uttering Threats - Bodily Harm,YES,18
2022,2022-10-31,16:49,Assault,YES,16
2022,2022-10-31,16:40,Criminal Harassment,YES,16
2022,2022-11-01,05:00,Mischief Under $5000,YES,5
2022,2022-11-03,12:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,12
2022,2022-11-03,21:00,Mischief Under $5000,NO,21
2022,2022-11-05,18:11,Mischief Under $5000,NO,18
2022,2022-11-06,19:45,Mischief Under $5000,NO,19
2022,2022-11-07,09:17,Mischief Under $5000,NO,9
2022,2022-11-07,18:34,Criminal Harassment,NO,18
2022,2022-11-09,11:05,Mischief Under $5000,NO,11
2022,2022-11-11,18:00,Mischief Under $5000,NO,18
2022,2022-11-12,20:00,Mischief Under $5000,NO,20
2022,2022-11-13,12:25,Criminal Harassment,YES,12
2022,2022-11-13,12:00,Uttering Threats - Bodily Harm,YES,12
2022,2022-11-14,12:57,Assault With a Weapon,YES,12
2022,2022-11-16,06:31,Assault,NO,6
2022,2022-11-23,17:25,Assault,YES,17
2022,2022-11-24,09:00,Mischief Interfere With Property,NO,9
2022,2022-11-27,01:00,Mischief Under $5000,NO,1
2022,2022-11-28,08:00,Mischief Under $5000,NO,8
2022,2022-12-01,19:05,Uttering Threats - Bodily Harm,YES,19
2022,2022-12-04,15:59,Assault,NO,15
2022,2022-12-05,11:53,Robbery,YES,11
2022,2022-12-06,17:15,Mischief Under $5000,NO,17
2022,2022-12-09,23:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,23
2022,2022-12-09,15:30,Mischief Under $5000,NO,15
2022,2022-12-11,06:52,Assault With a Weapon,NO,6
2022,2022-12-12,11:25,Mischief Under $5000,NO,11
2022,2022-12-16,17:00,Uttering Threats - Bodily Harm,NO,17
2022,2022-12-20,10:00,Mischief Under $5000,NO,10
2022,2022-12-21,14:00,Mischief Under $5000,NO,14
2022,2022-12-21,13:58,Mischief Under $5000,NO,13
2022,2022-12-22,10:53,Mischief Under $5000,NO,10
2022,2022-12-23,15:00,Harassing Communications,YES,15
2022,2022-12-23,00:01,Mischief Under $5000,NO,0
2022,2022-12-25,10:30,Harassing Communications,NO,10
2022,2022-12-26,13:42,Uttering Threats - Bodily Harm,YES,13
2022,2022-12-28,14:40,Assault,YES,14
2022,2022-12-30,09:42,Mischief Under $5000,NO,9
2023,2023-01-01,00:01,Mischief Under $5000,NO,0
2023,2023-01-01,07:40,Assault,NO,7
2023,2023-01-02,22:40,Mischief Under $5000,NO,22
2023,2023-01-02,13:20,Assault,NO,13
2023,2023-01-03,15:44,Mischief Under $5000,NO,15
2023,2023-01-03,13:29,Mischief Under $5000,NO,13
2023,2023-01-14,22:30,Mischief Under $5000,NO,22
2023,2023-01-15,15:30,Mischief Under $5000,NO,15
2023,2023-01-17,13:52,Mischief Under $5000,NO,13
2023,2023-01-18,15:02,"Mischief To Religious Property, Educational Institutions, Etc.",NO,15
2023,2023-01-18,08:40,Assault,YES,8
2023,2023-01-27,12:00,Mischief Under $5000,NO,12
2023,2023-01-28,12:56,Mischief Under $5000,NO,12
2023,2023-01-28,20:00,Mischief Under $5000,NO,20
2023,2023-01-29,21:32,Assault,YES,21
2023,2023-01-30,08:44,Uttering Threats - Bodily Harm,YES,8
2023,2023-02-03,17:00,Mischief Under $5000,NO,17
2023,2023-02-03,11:30,Mischief Under $5000,NO,11
2023,2023-02-04,21:56,Theft,NO,21
2023,2023-02-07,20:55,Mischief Under $5000,NO,20
2023,2023-02-08,16:00,Assault,YES,16
2023,2023-02-08,17:45,Assault,NO,17
2023,2023-02-10,03:09,Criminal Harassment,NO,3
2023,2023-02-11,23:15,Assault,NO,23
2023,2023-02-12,15:34,Assault With a Weapon,YES,15
2023,2023-02-12,00:00,Mischief Under $5000,NO,0
2023,2023-02-13,08:00,Mischief Under $5000,NO,8
2023,2023-02-13,00:01,Mischief Under $5000,NO,0
2023,2023-02-15,00:29,Mischief Under $5000,NO,0
2023,2023-02-15,07:00,Mischief Under $5000,NO,7
2023,2023-02-18,10:30,Assault With a Weapon,YES,10
2023,2023-02-20,21:31,Mischief Under $5000,YES,21
2023,2023-02-21,15:30,Mischief Under $5000,NO,15
2023,2023-02-23,16:28,Harassing Communications,NO,16
2023,2023-02-25,19:09,Mischief Under $5000,YES,19
2023,2023-03-01,09:00,Mischief Under $5000,NO,9
2023,2023-03-01,10:00,Uttering Threats - Bodily Harm,YES,10
2023,2023-03-03,05:30,Assault,NO,5
2023,2023-03-06,09:30,Assault,NO,9
2023,2023-03-09,16:45,Assault With a Weapon,YES,16
2023,2023-03-10,06:30,Assault,YES,6
2023,2023-03-10,13:00,Mischief Under $5000,NO,13
2023,2023-03-10,15:00,Mischief Under $5000,NO,15
2023,2023-03-12,22:00,Assault Causing Bodily Harm,NO,22
2023,2023-03-13,12:00,Mischief Under $5000,NO,12
2023,2023-03-14,17:02,Mischief Under $5000,NO,17
2023,2023-03-14,13:16,Assault,YES,13
2023,2023-03-16,18:31,Harassing Communications,NO,18
2023,2023-03-19,13:50,Assault With a Weapon,NO,13
2023,2023-03-20,12:48,Uttering Threats - Bodily Harm,NO,12
2023,2023-03-21,18:00,Assault,NO,18
2023,2023-03-22,10:30,Mischief Interfere With Property,NO,10
2023,2023-03-22,11:00,Mischief Under $5000,NO,11
2023,2023-03-24,15:00,Assault,NO,15
2023,2023-03-27,10:00,Mischief Under $5000,NO,10
2023,2023-03-28,10:08,Mischief Under $5000,NO,10
2023,2023-03-29,23:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,23
2023,2023-03-29,13:30,Mischief Under $5000,NO,13
2023,2023-03-30,20:00,Harassing Communications,NO,20
2023,2023-03-31,23:00,Assault,NO,23
2023,2023-04-02,18:10,Mischief Under $5000,NO,18
2023,2023-04-03,08:00,Mischief Under $5000,NO,8
2023,2023-04-03,23:45,Mischief Under $5000,NO,23
2023,2023-04-04,20:53,Mischief Under $5000,NO,20
2023,2023-04-05,10:00,Mischief Under $5000,NO,10
2023,2023-04-05,14:35,Assault,NO,14
2023,2023-04-05,04:30,Mischief Under $5000,NO,4
2023,2023-04-05,11:00,Criminal Harassment,NO,11
2023,2023-04-06,05:35,Dangerous Operation Motor Vehicle,YES,5
2023,2023-04-06,15:33,Criminal Harassment,YES,15
2023,2023-04-06,05:30,Assault With a Weapon,NO,5
2023,2023-04-09,12:15,Uttering Threats - Bodily Harm,YES,12
2023,2023-04-10,12:00,Mischief Under $5000,NO,12
2023,2023-04-11,08:34,Mischief Under $5000,NO,8
2023,2023-04-11,08:00,Mischief Under $5000,NO,8
2023,2023-04-12,20:00,Mischief Under $5000,NO,20
2023,2023-04-13,00:01,Mischief Under $5000,NO,0
2023,2023-04-13,19:30,Mischief Under $5000,NO,19
2023,2023-04-14,22:00,Firearms Related Offence,NO,22
2023,2023-04-14,09:28,Mischief Under $5000,NO,9
2023,2023-04-14,12:53,Assault With a Weapon,YES,12
2023,2023-04-14,19:34,Assault With a Weapon,YES,19
2023,2023-04-15,12:00,Mischief Under $5000,NO,12
2023,2023-04-17,02:49,Mischief Under $5000,NO,2
2023,2023-04-17,12:00,Mischief Under $5000,NO,12
2023,2023-04-18,07:25,Mischief Under $5000,NO,7
2023,2023-04-18,10:00,Disturbing Religious Worship Or Certain Meetings,NO,10
2023,2023-04-18,10:00,Mischief Interfere With Property,NO,10
2023,2023-04-20,23:00,Mischief Under $5000,NO,23
2023,2023-04-20,18:30,Assault,YES,18
2023,2023-04-20,22:25,Assault,NO,22
2023,2023-04-21,12:00,Mischief Under $5000,NO,12
2023,2023-04-22,23:30,Uttering Threats - Bodily Harm,NO,23
2023,2023-04-24,10:00,Uttering Threats - Bodily Harm,NO,10
2023,2023-04-25,17:00,Mischief Under $5000,NO,17
2023,2023-04-26,16:00,Uttering Threats - Bodily Harm,NO,16
2023,2023-04-27,14:00,Mischief Under $5000,NO,14
2023,2023-05-01,19:29,Uttering Threats - Bodily Harm,YES,19
2023,2023-05-03,19:45,Assault,YES,19
2023,2023-05-04,12:40,Mischief Under $5000,NO,12
2023,2023-05-06,22:00,Uttering Threats - Bodily Harm,NO,22
2023,2023-05-08,09:49,Uttering Threats - Bodily Harm,NO,9
2023,2023-05-09,21:30,Mischief Under $5000,NO,21
2023,2023-05-09,00:00,Mischief Under $5000,NO,0
2023,2023-05-10,00:00,Fail To Comply Probation,YES,0
2023,2023-05-13,14:57,Assault,NO,14
2023,2023-05-14,18:15,Criminal Harassment,YES,18
2023,2023-05-15,15:15,Mischief Under $5000,NO,15
2023,2023-05-16,12:40,Mischief Under $5000,NO,12
2023,2023-05-16,08:06,Mischief Under $5000,NO,8
2023,2023-05-17,18:00,Harassing Communications,NO,18
2023,2023-05-17,14:00,Assault,NO,14
2023,2023-05-18,10:51,Mischief Under $5000,NO,10
2023,2023-05-22,00:00,Mischief Under $5000,NO,0
2023,2023-05-22,22:00,Mischief Under $5000,NO,22
2023,2023-05-22,00:00,Uttering Threats - Bodily Harm,NO,0
2023,2023-05-23,09:40,Assault,NO,9
2023,2023-05-23,12:00,Mischief Under $5000,NO,12
2023,2023-05-24,18:50,Mischief Under $5000,NO,18
2023,2023-05-25,12:38,Mischief Under $5000,NO,12
2023,2023-05-25,08:30,Harassing Communications,NO,8
2023,2023-05-26,21:27,Assault,YES,21
2023,2023-05-26,14:25,Wilful Promotion of Hatred,NO,14
2023,2023-05-26,09:20,Assault,NO,9
2023,2023-05-26,15:00,Mischief Interfere With Property,NO,15
2023,2023-06-01,07:00,Mischief Under $5000,NO,7
2023,2023-06-02,21:00,Mischief Under $5000,NO,21
2023,2023-06-02,09:16,Mischief Under $5000,NO,9
2023,2023-06-02,23:00,Mischief Under $5000,NO,23
2023,2023-06-03,22:30,Uttering Threats - Bodily Harm,NO,22
2023,2023-06-03,03:13,Assault,NO,3
2023,2023-06-03,01:30,Assault,NO,1
2023,2023-06-05,18:30,Mischief Interfere With Property,NO,18
2023,2023-06-05,12:00,Mischief Under $5000,NO,12
2023,2023-06-06,21:46,Mischief Under $5000,NO,21
2023,2023-06-07,12:54,Assault,NO,12
2023,2023-06-08,11:59,Mischief Under $5000,NO,11
2023,2023-06-08,14:00,Assault With a Weapon,YES,14
2023,2023-06-09,12:00,Assault,YES,12
2023,2023-06-09,00:00,Mischief Under $5000,NO,0
2023,2023-06-10,19:30,Uttering Threats - Bodily Harm,YES,19
2023,2023-06-10,14:08,Assault,NO,14
2023,2023-06-11,11:40,Uttering Threats - Bodily Harm,NO,11
2023,2023-06-11,11:19,Mischief Under $5000,NO,11
2023,2023-06-11,23:30,Uttering Threats - Bodily Harm,NO,23
2023,2023-06-12,15:32,Assault,NO,15
2023,2023-06-12,17:21,Harassing Communications,NO,17
2023,2023-06-13,17:00,Mischief Under $5000,NO,17
2023,2023-06-15,09:22,Assault With a Weapon,YES,9
2023,2023-06-16,11:26,Mischief Under $5000,NO,11
2023,2023-06-16,12:00,Assault,NO,12
2023,2023-06-17,12:00,Mischief Under $5000,NO,12
2023,2023-06-18,15:22,Assault,NO,15
2023,2023-06-19,15:40,Criminal Harassment,NO,15
2023,2023-06-19,00:00,Mischief Under $5000,NO,0
2023,2023-06-19,10:13,Mischief Under $5000,NO,10
2023,2023-06-19,23:00,Mischief Under $5000,NO,23
2023,2023-06-20,15:37,Criminal Harassment,NO,15
2023,2023-06-22,19:40,Assault,NO,19
2023,2023-06-23,20:37,Wilful Promotion of Hatred,NO,20
2023,2023-06-23,20:07,Assault,NO,20
2023,2023-06-23,20:30,Mischief Under $5000,YES,20
2023,2023-06-25,10:40,Theft,NO,10
2023,2023-06-26,12:48,Mischief Under $5000,NO,12
2023,2023-06-27,09:30,Mischief Under $5000,NO,9
2023,2023-06-28,16:00,Mischief Under $5000,NO,16
2023,2023-06-28,19:10,Mischief Under $5000,NO,19
2023,2023-06-30,16:00,Mischief Under $5000,NO,16
2023,2023-06-30,00:00,Mischief Under $5000,NO,0
2023,2023-07-01,11:20,Harassing Communications,NO,11
2023,2023-07-01,00:00,Assault,YES,0
2023,2023-07-01,19:09,Mischief Under $5000,NO,19
2023,2023-07-01,12:30,Uttering Threats - Bodily Harm,NO,12
2023,2023-07-02,07:00,Mischief Interfere With Property,NO,7
2023,2023-07-02,00:00,Mischief Under $5000,NO,0
2023,2023-07-03,17:35,Mischief Under $5000,NO,17
2023,2023-07-06,02:01,Mischief Under $5000,NO,2
2023,2023-07-06,19:16,Mischief Under $5000,NO,19
2023,2023-07-07,12:30,Mischief Under $5000,NO,12
2023,2023-07-08,21:28,Uttering Threats - Bodily Harm,NO,21
2023,2023-07-09,16:00,Mischief Under $5000,NO,16
2023,2023-07-09,13:30,Uttering Threats - Bodily Harm,NO,13
2023,2023-07-10,18:03,Uttering Threats - Bodily Harm,NO,18
2023,2023-07-13,13:08,Mischief Under $5000,NO,13
2023,2023-07-15,10:54,Mischief Under $5000,NO,10
2023,2023-07-18,00:00,Mischief Under $5000,NO,0
2023,2023-07-19,18:00,Mischief Under $5000,NO,18
2023,2023-07-19,10:12,Assault,NO,10
2023,2023-07-20,20:23,Aggravated Assault,YES,20
2023,2023-07-21,20:01,Mischief Under $5000,NO,20
2023,2023-07-23,13:00,Uttering Threats - Bodily Harm,YES,13
2023,2023-07-23,00:00,Mischief Under $5000,NO,0
2023,2023-07-25,11:30,Mischief Under $5000,NO,11
2023,2023-07-26,17:35,Uttering Threats - Bodily Harm,NO,17
2023,2023-07-26,01:50,Mischief Under $5000,NO,1
2023,2023-07-27,19:23,Uttering Threats - Bodily Harm,YES,19
2023,2023-07-29,19:00,Mischief Under $5000,NO,19
2023,2023-07-29,13:46,Assault,NO,13
2023,2023-08-01,13:37,Uttering Threats - Property,YES,13
2023,2023-08-03,18:30,Mischief Under $5000,NO,18
2023,2023-08-05,10:00,Mischief Under $5000,NO,10
2023,2023-08-08,09:45,Mischief Under $5000,NO,9
2023,2023-08-08,00:00,Mischief Under $5000,NO,0
2023,2023-08-10,00:01,Criminal Harassment,YES,0
2023,2023-08-11,14:54,Uttering Threats - Bodily Harm,NO,14
2023,2023-08-12,01:25,Assault,NO,1
2023,2023-08-14,17:55,Assault,NO,17
2023,2023-08-16,09:14,Harassing Communications,NO,9
2023,2023-08-21,21:42,Mischief Under $5000,NO,21
2023,2023-08-26,12:26,Assault With a Weapon,YES,12
2023,2023-08-26,01:17,Assault,NO,1
2023,2023-08-27,00:00,Mischief Under $5000,NO,0
2023,2023-08-27,22:08,Mischief Under $5000,NO,22
2023,2023-08-28,02:00,Mischief Under $5000,NO,2
2023,2023-08-28,22:00,Mischief Under $5000,NO,22
2023,2023-08-30,16:07,Uttering Threats - Bodily Harm,YES,16
2023,2023-08-31,00:00,Mischief Under $5000,NO,0
2023,2023-09-02,21:00,"Mischief To Religious Property, Educational Institutions, Etc.",YES,21
2023,2023-09-02,03:28,Mischief Under $5000,NO,3
2023,2023-09-02,20:53,Uttering Threats - Bodily Harm,NO,20
2023,2023-09-03,12:46,Mischief Under $5000,NO,12
2023,2023-09-03,00:01,Mischief Under $5000,NO,0
2023,2023-09-03,18:28,Mischief Under $5000,NO,18
2023,2023-09-06,23:05,Assault,NO,23
2023,2023-09-07,07:00,Mischief Under $5000,NO,7
2023,2023-09-07,12:00,Mischief Under $5000,NO,12
2023,2023-09-12,15:30,Criminal Harassment,NO,15
2023,2023-09-13,23:00,Mischief Under $5000,NO,23
2023,2023-09-13,15:00,Assault,NO,15
2023,2023-09-15,21:00,Mischief Under $5000,NO,21
2023,2023-09-15,15:30,Mischief Under $5000,NO,15
2023,2023-09-15,13:30,Mischief Under $5000,NO,13
2023,2023-09-16,04:00,Uttering Threats - Bodily Harm,NO,4
2023,2023-09-16,20:30,Mischief Under $5000,NO,20
2023,2023-09-17,03:00,Mischief Under $5000,NO,3
2023,2023-09-17,09:07,Uttering Threats - Bodily Harm,NO,9
2023,2023-09-18,18:00,Mischief Under $5000,NO,18
2023,2023-09-18,19:00,Disturbing Religious Worship Or Certain Meetings,NO,19
2023,2023-09-19,16:44,Mischief Under $5000,NO,16
2023,2023-09-20,16:48,Assault,NO,16
2023,2023-09-21,12:00,Harassing Communications,NO,12
2023,2023-09-21,11:35,Mischief Under $5000,NO,11
2023,2023-09-21,19:00,Mischief Interfere With Property,NO,19
2023,2023-09-25,23:50,Assault,YES,23
2023,2023-09-25,08:30,Mischief Under $5000,NO,8
2023,2023-09-26,17:30,Assault,NO,17
2023,2023-09-27,13:56,Harassing Communications,YES,13
2023,2023-09-29,17:30,Mischief Under $5000,NO,17
2023,2023-09-29,07:00,"Mischief To Religious Property, Educational Institutions, Etc.",NO,7
2023,2023-09-30,20:55,Criminal Harassment,NO,20
2023,2023-09-30,07:00,Harassing Communications,NO,7
2023,2023-10-01,23:56,Theft,NO,23
2023,2023-10-04,19:15,Assault,NO,19
2023,2023-10-06,19:35,"Mischief To Religious Property, Educational Institutions, Etc.",YES,19
2023,2023-10-07,22:27,Uttering Threats - Bodily Harm,YES,22
2023,2023-10-07,19:30,Criminal Harassment,NO,19
2023,2023-10-08,12:30,Harassing Communications,NO,12
2023,2023-10-11,20:36,Uttering Threats - Bodily Harm,NO,20
2023,2023-10-12,12:32,Uttering Threats - Bodily Harm,YES,12
2023,2023-10-12,06:45,"Mischief To Religious Property, Educational Institutions, Etc.",YES,6
2023,2023-10-15,01:53,Uttering Threats - Bodily Harm,NO,1
2023,2023-10-15,00:00,Mischief Under $5000,NO,0
2023,2023-10-15,03:41,Uttering Threats - Bodily Harm,NO,3
2023,2023-10-15,11:04,Mischief Under $5000,NO,11
2023,2023-10-15,16:00,Mischief Under $5000,NO,16
2023,2023-10-15,22:05,Assault With a Weapon,NO,22
2023,2023-10-16,08:30,Mischief Under $5000,NO,8
2023,2023-10-16,22:26,Uttering Threats - Bodily Harm,NO,22
2023,2023-10-17,21:00,Mischief Under $5000,NO,21
2023,2023-10-17,15:09,Uttering Threats - Bodily Harm,NO,15
2023,2023-10-17,16:00,Mischief Under $5000,NO,16
2023,2023-10-20,17:47,Indecent Communications,NO,17
2023,2023-10-20,18:00,Mischief Under $5000,NO,18
2023,2023-10-20,18:10,Assault With a Weapon,NO,18
2023,2023-10-20,00:00,Mischief Under $5000,NO,0
2023,2023-10-21,18:26,Mischief Under $5000,NO,18
2023,2023-10-21,22:50,Mischief Under $5000,NO,22
2023,2023-10-21,18:30,Assault,NO,18
2023,2023-10-22,12:00,Mischief Under $5000,NO,12
2023,2023-10-25,08:59,Assault,YES,8
2023,2023-10-25,16:00,Mischief Under $5000,NO,16
2023,2023-10-25,12:00,Mischief Under $5000,NO,12
2023,2023-10-26,12:00,Mischief Under $5000,NO,12
2023,2023-10-26,21:55,Mischief Under $5000,NO,21
2023,2023-10-27,19:51,Assault,NO,19
2023,2023-10-27,15:10,Uttering Threats - Bodily Harm,YES,15
2023,2023-10-28,19:25,Uttering Threats - Property,NO,19
2023,2023-10-29,15:00,Assault,NO,15
2023,2023-10-29,19:50,Mischief Under $5000,NO,19
2023,2023-10-30,11:00,Disturbing Religious Worship Or Certain Meetings,NO,11
2023,2023-10-30,15:20,Assault,NO,15
2023,2023-10-31,12:58,Assault With a Weapon,YES,12
2023,2023-10-31,18:26,Mischief Under $5000,NO,18
2023,2023-11-01,16:30,Uttering Threats - Bodily Harm,NO,16
2023,2023-11-01,08:25,Mischief Interfere With Property,NO,8
2023,2023-11-01,12:47,Uttering Threats - Bodily Harm,NO,12
2023,2023-11-02,19:24,Assault,YES,19
2023,2023-11-02,14:22,Mischief Under $5000,NO,14
2023,2023-11-02,00:00,Assault,NO,0
2023,2023-11-02,12:00,Criminal Harassment,NO,12
2023,2023-11-05,07:52,Assault,NO,7
2023,2023-11-05,12:30,Assault With a Weapon,YES,12
2023,2023-11-05,07:30,Harassing Communications,NO,7
2023,2023-11-05,20:00,Mischief Under $5000,NO,20
2023,2023-11-05,12:00,Criminal Harassment,NO,12
2023,2023-11-06,17:45,Mischief Interfere With Property,NO,17
2023,2023-11-06,08:00,Mischief Under $5000,NO,8
2023,2023-11-06,17:03,Indecent Communications,NO,17
2023,2023-11-08,12:55,Assault With a Weapon,YES,12
2023,2023-11-08,11:31,Mischief Under $5000,NO,11
2023,2023-11-09,13:59,Mischief Under $5000,NO,13
2023,2023-11-09,09:52,Mischief Under $5000,NO,9
2023,2023-11-10,19:53,Criminal Harassment,NO,19
2023,2023-11-10,00:22,Mischief Under $5000,NO,0
2023,2023-11-11,20:30,Harassing Communications,NO,20
2023,2023-11-13,17:30,Assault With a Weapon,YES,17
2023,2023-11-15,07:50,Assault With a Weapon,YES,7
2023,2023-11-15,04:26,Assault With a Weapon,YES,4
2023,2023-11-16,12:00,Mischief Under $5000,NO,12
2023,2023-11-17,00:59,Mischief Under $5000,NO,0
2023,2023-11-17,16:29,Mischief Under $5000,NO,16
2023,2023-11-17,11:25,Uttering Threats - Bodily Harm,NO,11
2023,2023-11-18,06:50,Assault With a Weapon,YES,6
2023,2023-11-19,22:47,"Mischief To Religious Property, Educational Institutions, Etc.",NO,22
2023,2023-11-20,13:31,Harassing Communications,NO,13
2023,2023-11-20,19:00,Mischief Under $5000,NO,19
2023,2023-11-20,14:56,Mischief Under $5000,NO,14
2023,2023-11-21,15:14,Mischief Under $5000,NO,15
2023,2023-11-22,11:00,Mischief Under $5000,NO,11
2023,2023-11-22,08:52,Mischief Under $5000,NO,8
2023,2023-11-22,10:30,Mischief Under $5000,NO,10
2023,2023-11-24,18:25,Assault With a Weapon,NO,18
2023,2023-11-24,00:00,Mischief Under $5000,NO,0
2023,2023-11-24,00:00,Mischief Under $5000,NO,0
2023,2023-11-27,10:02,Uttering Threats - Bodily Harm,NO,10
2023,2023-11-30,21:19,Indecent Communications,NO,21
2023,2023-11-30,01:00,Mischief Under $5000,NO,1
2023,2023-12-01,06:09,Uttering Threats - Bodily Harm,YES,6
2023,2023-12-02,18:12,Mischief Interfere With Property,YES,18
2023,2023-12-02,22:55,Mischief Interfere With Property,YES,22
2023,2023-12-04,13:31,Mischief Under $5000,NO,13
2023,2023-12-05,03:17,Mischief Under $5000,NO,3
2023,2023-12-06,06:08,Mischief Under $5000,NO,6
2023,2023-12-07,21:00,Uttering Threats - Bodily Harm,NO,21
2023,2023-12-07,10:45,Harassing Communications,NO,10
2023,2023-12-10,05:37,Mischief Under $5000,YES,5
2023,2023-12-11,14:00,Mischief Under $5000,NO,14
2023,2023-12-12,23:01,Mischief Under $5000,NO,23
2023,2023-12-14,10:49,Mischief Under $5000,NO,10
2023,2023-12-14,14:15,Assault,NO,14
2023,2023-12-15,22:00,Uttering Threats - Bodily Harm,YES,22
2023,2023-12-17,20:00,Uttering Threats - Bodily Harm,NO,20
2023,2023-12-18,09:40,Mischief Interfere With Property,YES,9
2023,2023-12-19,15:33,Mischief Under $5000,NO,15
2023,2023-12-19,17:15,Assault,NO,17
2023,2023-12-20,15:15,Uttering Threats - Bodily Harm,YES,15
2023,2023-12-21,12:22,Mischief Under $5000,NO,12
2023,2023-12-24,13:15,Uttering Threats - Bodily Harm,YES,13
2023,2023-12-24,22:25,Mischief Under $5000,NO,22
2023,2023-12-25,08:53,Assault,YES,8
2023,2023-12-28,22:15,Uttering Threats - Bodily Harm,YES,22
2023,2023-12-29,17:50,Assault,NO,17
2023,2023-12-29,12:20,Assault,NO,12
2023,2023-12-30,01:38,Mischief Interfere With Property,NO,1
2023,2023-12-30,15:12,Uttering Threats - Bodily Harm,YES,15
